,Department,GEO,Role,Percent_Remote,last_evaluation,number_project,average_montly_hours,time_spend_company,left_Company,promotion_last_5years,salary,LinkedIn_Hits,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Sensor_StepCount,Sensor_Heartbeat(Average/Min),Sensor_Proximity(1-highest/10-lowest),EMP_Sat_Remote_Mean,EMP_Engagement_Mean
13146,Operations,Korea,Level 1,0.8,0.93,4,225,5,1,0,medium,6,2,2,2,2,1573,88,2,4.2,1.8
13147,Sales,US,Level 1,0.8,0.93,6,296,4,1,0,medium,7,2,1,1,1,1515,85,4,4.2,1.8
13148,Finance,Turkey,Level 1,0.8,0.93,5,162,4,1,0,low,8,1,2,2,2,1311,89,4,4.2,1.8
13149,Human Resources,Colombia,Level 1,0.8,0.94,6,255,4,1,0,low,2,1,2,2,2,1218,87,6,4.2,1.8
13150,IT,France,Level 1,0.8,0.94,7,255,4,1,0,low,9,1,1,1,1,1367,89,5,4.2,1.8
13151,Warehouse,UK,Level 1,0.8,0.94,6,286,4,1,0,medium,6,1,1,1,1,1556,89,7,4.2,1.8
13152,Operations,UK,VP,0.8,0.94,7,267,4,1,0,medium,8,2,2,1,1,1285,87,5,4.2,1.8
13153,Sales,China,Senior Director,0.8,0.94,5,226,6,1,0,low,5,2,2,1,1,1078,89,2,4.2,1.8
13154,Finance,Colombia,Senior Director,0.8,0.94,6,285,4,1,0,medium,5,2,1,2,1,1631,85,8,4.2,1.8
13155,Human Resources,UK,Senior Director,0.8,0.94,6,276,4,1,0,low,5,2,1,2,2,1637,85,7,4.2,1.8
13156,IT,China,Director,0.8,0.94,6,257,4,1,0,low,5,2,1,2,2,1565,88,6,4.2,1.8
13157,Warehouse,Australia,Director,0.8,0.94,6,287,4,1,0,medium,10,1,1,2,1,1811,89,9,4.2,1.8
13158,Operations,Turkey,Director,0.8,0.94,6,283,5,1,0,low,10,1,1,2,1,1304,85,9,4.2,1.8
13159,Sales,US,Director,0.8,0.94,6,309,4,1,0,medium,2,1,1,2,1,1270,88,6,4.2,1.8
13160,Finance,US,Director,0.8,0.94,4,274,5,1,0,low,3,1,2,1,2,1637,87,6,4.2,1.8
13161,Human Resources,Korea,Director,0.8,0.94,7,244,4,1,0,medium,4,1,2,1,1,1953,87,7,4.2,1.8
13162,IT,Colombia,Senior Manager,0.8,0.94,5,222,6,1,0,low,9,1,2,2,1,1656,85,3,4.2,1.8
13163,Warehouse,Australia,Senior Manager,0.8,0.94,6,264,4,1,0,low,5,2,2,1,1,1900,90,4,4.2,1.8
13164,Operations,UK,Senior Manager,0.8,0.94,4,232,5,1,0,medium,3,2,1,2,1,1197,87,1,4.2,1.8
13165,Sales,Colombia,Senior Manager,0.8,0.94,5,227,6,1,0,medium,6,1,1,1,2,1620,88,3,4.2,1.8
13166,Finance,Korea,Senior Manager,0.8,0.94,6,294,3,1,0,medium,7,2,2,1,1,1455,85,4,4.2,1.8
13167,Human Resources,Colombia,Senior Manager,0.8,0.94,6,260,4,1,0,low,1,1,1,2,2,1883,89,5,4.2,1.8
13168,IT,US,Senior Manager,0.8,0.94,4,260,5,1,0,low,8,1,1,2,1,1756,87,4,4.2,1.8
13169,Warehouse,UK,Senior Manager,0.8,0.94,6,277,5,1,0,low,2,1,1,1,2,1190,86,7,4.2,1.8
13170,Operations,UK,Senior Manager,0.8,0.94,5,257,5,1,0,low,7,2,2,1,1,1451,85,8,4.2,1.8
13171,Sales,Turkey,Senior Manager,0.8,0.94,5,271,6,1,0,low,6,1,2,2,1,1450,89,6,4.2,1.8
13172,Finance,UK,Senior Manager,0.8,0.94,6,308,4,1,0,low,7,2,2,2,1,1260,86,6,4.2,1.8
13173,Human Resources,Colombia,Senior Manager,0.8,0.94,7,281,4,1,0,medium,2,2,2,2,2,1291,86,5,4.2,1.8
13174,IT,Korea,Manager,0.8,0.94,5,307,5,1,0,low,8,1,1,1,2,1903,86,3,4.2,1.8
13175,Warehouse,Australia,Manager,0.8,0.94,5,224,5,1,0,medium,9,2,2,2,1,1643,89,9,4.2,1.8
13176,Operations,Japan,Manager,0.8,0.94,5,233,6,1,0,medium,4,1,2,1,1,1924,88,9,4.2,1.8
13177,Sales,Korea,Manager,0.8,0.94,3,179,2,1,0,medium,5,1,2,1,2,1340,89,4,4.2,1.8
13178,Finance,Japan,Manager,0.8,0.94,4,267,5,1,0,medium,9,1,1,1,1,1538,87,5,4.2,1.8
13179,Human Resources,Japan,Manager,0.8,0.94,5,218,6,1,0,low,6,1,1,2,1,1519,85,9,4.2,1.8
13180,IT,UK,Manager,0.8,0.94,7,302,4,1,0,medium,7,2,2,1,2,1915,86,3,4.2,1.8
13181,Warehouse,UK,Manager,0.8,0.94,7,247,4,1,0,medium,5,2,2,1,1,1060,87,2,4.2,1.8
13182,Operations,Colombia,Manager,0.8,0.94,6,266,4,1,0,medium,8,2,1,2,2,1547,87,1,4.2,1.8
13183,Sales,Colombia,Manager,0.8,0.94,5,247,5,1,0,low,10,2,1,1,2,1562,85,6,4.2,1.8
13184,Finance,Japan,Manager,0.8,0.94,4,219,5,1,0,low,8,1,2,1,2,1702,89,7,4.2,1.8
13185,Human Resources,US,Manager,0.8,0.94,7,287,4,1,0,medium,9,1,1,2,1,1150,90,8,4.2,1.8
13186,IT,China,Manager,0.8,0.94,6,297,5,1,0,low,5,2,1,2,1,1657,90,2,4.2,1.8
13187,Warehouse,France,Manager,0.8,0.94,5,273,5,1,0,medium,4,1,2,2,2,1597,88,9,4.2,1.8
13188,Operations,Japan,Manager,0.8,0.94,5,219,5,1,0,low,6,1,1,1,2,1234,88,1,4.2,1.8
13189,Sales,Japan,Manager,0.8,0.94,5,232,5,1,0,medium,7,2,2,1,2,1069,87,9,4.2,1.8
13190,Finance,China,Manager,0.8,0.94,4,264,5,1,0,low,3,1,1,2,1,1782,89,5,4.2,1.8
13191,Human Resources,Turkey,Manager,0.8,0.94,6,266,4,1,0,low,9,1,2,1,2,1106,89,7,4.2,1.8
13192,IT,China,Manager,0.8,0.94,7,280,5,1,0,low,10,2,2,2,2,1199,90,8,4.2,1.8
13193,Warehouse,Korea,Manager,0.8,0.94,7,264,4,1,0,medium,6,1,1,1,2,1265,87,3,4.2,1.8
13194,Operations,Turkey,Manager,0.8,0.94,4,258,5,1,0,low,8,1,2,2,1,1878,90,1,4.2,1.8
13195,Sales,US,Manager,0.8,0.94,5,236,5,1,0,low,8,2,2,1,2,1441,88,4,4.2,1.8
13196,Finance,UK,Level 2-4,0.8,0.94,5,262,5,1,0,low,2,2,2,2,1,1304,89,1,4.2,1.8
13197,Human Resources,UK,Level 2-4,0.8,0.94,5,255,6,0,0,medium,1,3,2,2,3,5874,75,3,4.2,4.2
13198,IT,US,Level 2-4,0.8,0.94,4,267,4,0,0,low,8,3,3,3,3,5219,75,7,4.2,4.2
13199,Warehouse,Turkey,Level 2-4,0.8,0.94,4,240,4,0,0,low,10,4,3,3,3,5965,75,6,4.2,4.2
13200,Operations,France,Level 2-4,0.8,0.94,4,215,2,0,0,high,10,2,3,2,2,4061,77,9,4.2,4.2
13201,Sales,Japan,Level 2-4,0.8,0.94,5,252,5,0,0,low,9,4,4,2,2,4135,76,5,4.2,4.2
13202,Finance,France,Level 2-4,0.8,0.94,4,136,2,0,0,medium,4,2,3,2,3,5512,80,2,4.2,4.2
13203,Human Resources,US,Level 2-4,0.8,0.94,3,225,4,0,0,medium,9,2,2,2,3,5575,75,1,4.2,4.2
13204,IT,Turkey,Level 2-4,0.8,0.94,3,187,6,0,0,low,2,2,2,3,3,4549,70,4,4.2,4.2
13205,Warehouse,Colombia,Level 2-4,0.8,0.94,4,144,3,0,0,low,6,3,4,2,3,4137,73,8,4.2,4.2
13206,Operations,Korea,Level 2-4,0.8,0.94,3,226,2,0,0,low,10,4,2,3,3,4254,77,3,4.2,4.2
13207,Sales,Korea,Level 2-4,0.8,0.94,5,229,3,0,0,low,3,2,4,3,3,4916,80,4,4.2,4.2
13208,Finance,Korea,Level 2-4,0.8,0.94,3,255,3,0,0,low,4,2,4,2,3,4628,77,9,4.2,4.2
13209,Human Resources,Australia,Level 2-4,0.8,0.94,5,227,5,0,0,medium,9,4,2,4,4,4990,78,5,4.2,4.2
13210,IT,US,Level 2-4,0.8,0.94,5,248,3,0,0,medium,6,3,4,3,3,5081,75,9,4.2,4.2
13211,Warehouse,UK,Level 2-4,0.8,0.94,3,151,2,0,0,low,3,4,4,2,2,4759,73,5,4.2,4.2
13212,Operations,China,Level 2-4,0.8,0.94,4,188,3,0,0,medium,8,2,4,4,4,4125,77,2,4.2,4.2
13213,Sales,Korea,Level 2-4,0.8,0.94,4,160,2,0,0,medium,3,2,3,2,4,4304,71,7,4.2,4.2
13214,Finance,Australia,Level 2-4,0.8,0.94,4,156,3,0,0,low,1,4,3,3,3,5361,79,4,4.2,4.2
13215,Human Resources,France,Level 2-4,0.8,0.94,3,162,3,0,0,medium,7,2,4,3,2,5313,72,4,4.2,4.2
13216,IT,Turkey,Level 2-4,0.8,0.94,4,270,3,0,0,low,4,3,2,2,2,5888,76,2,4.2,4.2
13217,Warehouse,Australia,Level 2-4,0.8,0.94,4,200,4,0,0,medium,2,3,3,4,3,4947,90,4,4.2,4.2
13218,Operations,Korea,Level 2-4,0.8,0.94,3,224,4,0,0,medium,10,3,2,3,4,4147,80,4,4.2,4.2
13219,Sales,Australia,Level 2-4,0.8,0.94,4,146,4,0,0,medium,7,2,4,4,3,4953,76,9,4.2,4.2
13220,Finance,Korea,Level 2-4,0.8,0.94,5,156,3,0,0,low,6,3,4,2,2,5231,78,7,4.2,4.2
13221,Human Resources,China,Level 2-4,0.8,0.94,4,235,3,0,0,medium,4,4,4,3,4,5748,76,9,4.2,4.2
13222,IT,Korea,Level 2-4,0.8,0.94,4,231,3,0,0,medium,5,4,3,2,2,4118,77,8,4.2,4.2
13223,Warehouse,China,Level 2-4,0.8,0.94,4,141,2,0,0,low,10,2,4,2,3,5907,73,9,4.2,4.2
13224,Operations,Japan,Level 2-4,0.8,0.94,3,178,4,0,0,medium,9,2,2,4,4,5727,72,9,4.2,4.2
13225,Sales,Turkey,Level 2-4,0.8,0.94,5,244,6,0,0,high,3,3,3,3,2,4089,80,4,4.2,4.2
13226,Finance,Korea,Level 2-4,0.8,0.94,4,247,2,0,0,medium,7,2,3,2,2,4955,77,8,4.2,4.2
13227,Human Resources,Colombia,Level 2-4,0.8,0.94,3,132,3,0,0,medium,5,4,2,4,2,5978,72,2,4.2,4.2
13228,IT,Australia,Level 2-4,0.8,0.94,4,190,3,0,0,medium,6,2,3,4,3,4671,71,9,4.2,4.2
13229,Warehouse,Turkey,Level 2-4,0.8,0.94,3,113,5,0,0,medium,1,3,4,2,2,5993,78,5,4.2,4.2
13230,Operations,France,Level 2-4,0.8,0.94,5,253,2,0,0,high,3,2,4,2,3,4851,75,5,4.2,4.2
13231,Sales,France,Level 2-4,0.8,0.94,4,235,3,0,0,medium,4,2,3,2,2,4739,78,2,4.2,4.2
13232,Finance,France,Level 2-4,0.8,0.94,3,264,2,0,0,low,6,2,3,2,2,4102,79,2,4.2,4.2
13233,Human Resources,China,Level 2-4,0.8,0.94,3,286,6,0,1,medium,3,5,5,4,2,4424,75,2,4.2,4.2
13234,IT,UK,Level 2-4,0.8,0.94,4,141,3,0,0,medium,3,3,4,4,2,4249,73,2,4.2,4.2
13235,Warehouse,Australia,Level 2-4,0.8,0.94,4,243,3,0,0,low,3,4,3,3,2,5703,79,1,4.2,4.2
13236,Operations,Australia,Level 2-4,0.8,0.94,5,209,4,0,0,low,10,4,3,2,3,5461,76,3,4.2,4.2
13237,Sales,Turkey,Level 2-4,0.8,0.94,4,246,2,0,0,medium,2,2,4,4,2,4633,79,9,4.2,4.2
13238,Finance,Japan,Level 2-4,0.8,0.94,4,257,3,0,0,medium,1,2,2,3,3,5717,77,6,4.2,4.2
13239,Human Resources,Turkey,Level 2-4,0.8,0.94,4,217,2,0,0,medium,8,4,2,4,4,4907,77,9,4.2,4.2
13240,IT,Korea,Level 2-4,0.8,0.94,4,246,3,0,0,low,9,2,2,3,2,5041,80,5,4.2,4.2
13241,Warehouse,UK,Level 2-4,0.8,0.94,4,166,6,0,0,low,6,2,2,2,2,4100,76,9,4.2,4.2
13242,Operations,UK,Level 2-4,0.8,0.94,3,183,2,0,0,low,3,2,3,3,2,5189,78,3,4.2,4.2
13243,Sales,Australia,Level 2-4,0.8,0.94,4,136,2,0,0,medium,4,4,4,3,3,5923,75,7,4.2,4.2
13244,Finance,China,Level 2-4,0.8,0.94,4,224,2,0,0,low,10,4,4,2,3,4653,78,8,4.2,4.2
13245,Human Resources,Korea,Level 2-4,0.8,0.94,4,174,3,0,0,medium,2,3,2,4,4,4069,77,6,4.2,4.2
13246,IT,UK,Level 2-4,0.8,0.94,4,209,3,0,0,medium,4,4,3,3,3,4809,79,4,4.2,4.2
13247,Warehouse,Turkey,Level 2-4,0.8,0.94,4,256,2,0,0,medium,3,2,2,3,3,4679,80,8,4.2,4.2
13248,Operations,US,Level 2-4,0.8,0.94,4,231,4,0,0,medium,9,2,3,2,3,5194,78,1,4.2,4.2
13249,Sales,Japan,Level 2-4,0.8,0.94,2,228,2,0,0,low,2,3,3,3,3,5435,78,1,4.2,4.2
13250,Finance,US,Level 2-4,0.8,0.94,4,198,3,0,0,medium,10,3,3,4,2,5487,79,9,4.2,4.2
13251,Human Resources,Japan,Level 2-4,0.8,0.94,5,223,3,0,0,medium,3,3,2,2,4,4382,79,5,4.2,4.2
13252,IT,UK,Level 2-4,0.8,0.94,3,257,4,0,0,medium,8,3,4,2,2,4780,75,2,4.2,4.2
13253,Warehouse,UK,Level 2-4,0.8,0.94,4,265,3,0,0,low,10,2,3,2,3,4741,77,4,4.2,4.2
13254,Operations,UK,Level 2-4,0.8,0.94,3,258,3,0,0,medium,7,2,2,4,3,4068,76,8,4.2,4.2
13255,Sales,Japan,Level 2-4,0.8,0.94,3,272,3,0,0,low,7,4,3,2,3,5657,76,6,4.2,4.2
13256,Finance,Colombia,Level 2-4,0.8,0.94,5,273,4,0,0,medium,1,3,3,4,4,5119,75,1,4.2,4.2
13257,Human Resources,France,Level 2-4,0.8,0.94,3,287,5,0,0,high,1,2,4,2,3,5263,77,7,4.2,4.2
13258,IT,US,Level 2-4,0.8,0.94,5,176,4,0,0,low,1,3,2,3,3,4270,71,7,4.2,4.2
13259,Warehouse,France,Level 1,0.8,0.94,5,136,3,0,0,medium,4,2,4,3,2,5413,70,3,4.2,4.2
13260,Operations,Australia,Level 1,0.8,0.94,3,204,2,0,0,low,1,3,4,3,3,4025,78,6,4.2,4.2
13261,Sales,France,Level 1,0.8,0.94,4,213,3,0,0,medium,2,2,3,4,4,5432,79,7,4.2,4.2
13262,Finance,France,Level 1,0.8,0.94,3,160,3,0,0,low,1,4,2,2,3,4769,77,2,4.2,4.2
13263,Human Resources,Colombia,Level 1,0.8,0.94,3,148,2,0,0,medium,9,2,3,3,2,5095,79,9,4.2,4.2
13264,IT,Colombia,Level 1,0.8,0.94,4,255,4,0,0,medium,10,2,4,2,3,4740,79,4,4.2,4.2
13265,Warehouse,US,Level 1,0.8,0.94,3,212,3,0,0,medium,10,3,3,4,2,5724,78,6,4.2,4.2
13266,Operations,Australia,Level 1,0.8,0.94,3,217,3,0,0,medium,10,4,4,2,4,5439,80,3,4.2,4.2
13267,Sales,Australia,Level 1,0.8,0.94,4,145,3,0,0,medium,7,3,4,4,3,5823,77,3,4.2,4.2
13268,Finance,Australia,Level 1,0.8,0.94,3,170,3,0,0,high,6,2,3,2,3,5750,75,4,4.2,4.2
13269,Human Resources,Australia,Level 1,0.8,0.94,3,244,3,0,0,high,5,3,2,3,3,5781,78,6,4.2,4.2
13270,IT,US,Level 1,0.8,0.94,3,151,4,0,0,medium,2,2,4,2,4,5016,71,5,4.2,4.2
13271,Warehouse,France,Level 1,0.8,0.94,4,202,3,0,0,low,10,3,3,3,2,4454,80,1,4.2,4.2
13272,Operations,China,Level 1,0.8,0.94,4,195,3,0,0,medium,2,2,3,4,3,4682,77,3,4.2,4.2
13273,Sales,US,Level 1,0.8,0.94,3,150,3,0,0,medium,9,3,4,2,4,5852,73,2,4.2,4.2
13274,Finance,Japan,Level 1,0.8,0.94,4,225,2,0,0,medium,10,2,2,2,4,5523,77,9,4.2,4.2
13275,Human Resources,Japan,Level 1,0.8,0.94,4,142,4,0,0,medium,6,2,4,3,2,5027,73,5,4.2,4.2
13276,IT,China,Level 1,0.8,0.94,3,262,4,0,0,low,5,2,3,3,3,4782,77,2,4.2,4.2
13277,Warehouse,UK,Level 1,0.8,0.94,3,251,6,0,0,medium,10,3,2,3,2,4912,77,3,4.2,4.2
13278,Operations,Turkey,Level 1,0.8,0.94,5,221,2,0,0,medium,10,4,3,4,3,4255,76,6,4.2,4.2
13279,Sales,Australia,Level 1,0.8,0.94,3,202,2,0,0,medium,7,3,3,3,3,5328,78,2,4.2,4.2
13280,Finance,Korea,Level 1,0.8,0.94,4,216,4,0,0,medium,3,2,2,3,2,4750,78,3,4.2,4.2
13281,Human Resources,Korea,Level 1,0.8,0.94,4,239,3,0,0,low,4,3,4,2,2,5916,79,4,4.2,4.2
13282,IT,Korea,Level 1,0.8,0.94,2,192,3,0,0,low,4,2,2,2,3,5524,79,4,4.2,4.2
13283,Warehouse,Colombia,Level 1,0.8,0.94,3,185,2,0,0,medium,5,3,3,2,3,4574,73,5,4.2,4.2
13284,Operations,US,Level 1,0.8,0.94,5,235,3,0,0,low,3,4,2,3,3,4411,79,6,4.2,4.2
13285,Sales,Japan,Level 1,0.8,0.94,3,253,2,0,0,low,8,3,4,3,2,5608,78,4,4.2,4.2
13286,Finance,Colombia,Level 1,0.8,0.94,3,180,3,0,0,low,2,2,4,2,2,5659,78,9,4.2,4.2
13287,Human Resources,Turkey,Level 1,0.8,0.94,3,150,2,0,0,medium,10,3,2,2,3,5187,76,3,4.2,4.2
13288,IT,Australia,Level 1,0.8,0.94,4,168,6,0,0,medium,9,4,4,2,3,4030,71,4,4.2,4.2
13289,Warehouse,Japan,VP,0.8,0.94,5,274,3,0,0,medium,1,3,2,4,3,4030,77,3,4.2,4.2
13290,Operations,UK,Senior Director,0.8,0.94,3,179,3,0,0,medium,9,4,3,3,4,5224,74,8,4.2,4.2
13291,Sales,Korea,Senior Director,0.8,0.94,6,237,5,0,0,medium,3,3,2,2,2,5299,76,8,4.2,4.2
13292,Finance,Colombia,Senior Director,0.8,0.94,3,160,3,0,0,low,10,3,4,3,3,4602,73,2,4.2,4.2
13293,Human Resources,Colombia,Director,0.8,0.94,4,225,2,0,0,low,4,4,2,2,3,4102,75,3,4.2,4.2
13294,IT,UK,Director,0.8,0.94,4,217,2,0,0,low,4,4,4,3,3,5539,80,5,4.2,4.2
13295,Warehouse,Korea,Director,0.8,0.94,3,263,3,0,0,medium,1,4,2,3,3,4645,76,1,4.2,4.2
13296,Operations,Australia,Director,0.8,0.94,4,128,6,0,0,medium,3,3,2,4,2,5459,77,1,4.2,4.2
13297,Sales,Australia,Director,0.8,0.94,3,167,3,0,0,low,8,4,4,2,2,4420,70,3,4.2,4.2
13298,Finance,Australia,Director,0.8,0.94,3,221,2,0,0,low,10,2,2,3,3,4312,77,2,4.2,4.2
13299,Human Resources,China,Senior Manager,0.8,0.94,3,173,2,0,0,low,5,3,3,2,3,4703,79,5,4.2,4.2
13300,IT,Australia,Senior Manager,0.8,0.94,4,149,6,0,0,low,6,3,4,3,3,4904,73,1,4.2,4.2
13301,Warehouse,US,Senior Manager,0.8,0.94,3,234,2,0,0,medium,8,4,2,4,4,5241,80,6,4.2,4.2
13302,Operations,UK,Senior Manager,0.8,0.94,3,237,3,0,0,medium,6,3,4,2,2,4918,78,4,4.2,4.2
13303,Sales,Japan,Senior Manager,0.8,0.94,2,269,4,0,0,low,2,4,4,2,3,4267,80,7,4.2,4.2
13304,Finance,Korea,Senior Manager,0.8,0.94,3,182,3,0,0,high,5,3,3,3,3,4183,75,9,4.2,4.2
13305,Human Resources,China,Senior Manager,0.8,0.94,6,199,4,0,0,medium,1,4,2,3,2,5204,76,4,4.2,4.2
13306,IT,UK,Senior Manager,0.8,0.94,4,264,4,0,0,low,6,3,4,3,2,4863,80,2,4.2,4.2
13307,Warehouse,Turkey,Senior Manager,0.8,0.94,6,167,3,0,0,low,2,4,2,2,2,5761,76,7,4.2,4.2
13308,Operations,US,Senior Manager,0.8,0.94,4,155,3,0,0,medium,6,4,2,3,4,5778,72,8,4.2,4.2
13309,Sales,Australia,Senior Manager,0.8,0.94,5,274,2,0,0,high,8,3,2,3,2,4647,80,9,4.2,4.2
13310,Finance,China,Senior Manager,0.8,0.94,4,213,5,0,0,low,10,3,3,3,3,5492,78,1,4.2,4.2
13311,Human Resources,UK,Manager,0.8,0.94,3,204,2,0,0,high,8,4,2,3,2,4562,75,8,4.2,4.2
13312,IT,China,Manager,0.8,0.94,5,259,2,0,0,medium,7,2,4,3,2,4764,76,1,4.2,4.2
13313,Warehouse,Japan,Manager,0.8,0.94,3,174,3,0,0,medium,2,3,4,4,2,4972,80,3,4.2,4.2
13314,Operations,US,Manager,0.8,0.94,3,230,2,0,0,low,4,2,4,2,3,4387,75,9,4.2,4.2
13315,Sales,Japan,Manager,0.8,0.94,5,260,4,0,0,low,4,4,4,2,2,5911,76,6,4.2,4.2
13316,Finance,UK,Manager,0.8,0.94,4,176,2,0,0,low,1,3,2,2,3,4155,73,1,4.2,4.2
13317,Human Resources,France,Manager,0.8,0.94,5,217,2,0,0,medium,6,3,4,2,2,4120,80,7,4.2,4.2
13318,IT,UK,Manager,0.8,0.94,4,219,3,0,0,low,9,4,3,3,3,5703,79,3,4.2,4.2
13319,Warehouse,Japan,Manager,0.8,0.94,4,189,3,0,1,medium,5,5,5,3,2,4133,71,2,4.2,4.2
13320,Operations,Australia,Manager,0.8,0.94,4,252,4,0,0,low,7,3,3,2,3,5459,79,8,4.2,4.2
13321,Sales,France,Manager,0.8,0.94,3,189,3,0,0,medium,2,2,4,2,3,4152,72,8,4.2,4.2
13322,Finance,France,Manager,0.8,0.94,5,159,3,0,0,low,5,2,4,2,3,4930,77,5,4.2,4.2
13323,Human Resources,Korea,Manager,0.8,0.94,4,262,3,0,0,low,6,2,3,2,2,5381,76,5,4.2,4.2
13324,IT,Japan,Manager,0.8,0.94,6,191,5,0,0,low,8,3,3,2,3,5156,79,9,4.2,4.2
13325,Warehouse,Colombia,Manager,0.8,0.94,4,271,4,0,1,medium,2,5,3,4,2,4133,79,8,4.2,4.2
13326,Operations,France,Manager,0.8,0.94,4,196,5,0,0,low,2,4,2,3,3,5840,73,2,4.2,4.2
13327,Sales,UK,Manager,0.8,0.94,4,261,6,0,0,low,6,4,3,2,2,5068,79,1,4.2,4.2
13328,Finance,France,Manager,0.8,0.94,4,233,6,0,0,medium,1,2,3,3,3,5284,79,2,4.2,4.2
13329,Human Resources,China,Manager,0.8,0.94,5,235,4,0,0,low,5,4,2,2,3,4506,76,2,4.2,4.2
13330,IT,China,Manager,0.8,0.94,3,154,3,0,0,low,8,3,3,3,3,5149,80,9,4.2,4.2
13331,Warehouse,France,Manager,0.8,0.94,4,167,4,0,0,low,3,3,4,2,3,4658,77,1,4.2,4.2
13332,Operations,France,Manager,0.8,0.94,6,144,4,0,0,low,5,2,4,3,3,4631,75,2,4.2,4.2
13333,Sales,Australia,Level 2-4,0.8,0.94,5,194,4,0,0,low,9,3,4,2,3,5851,74,3,4.2,4.2
13334,Finance,China,Level 2-4,0.8,0.94,5,242,4,0,0,medium,5,3,4,2,3,5375,77,2,4.2,4.2
13335,Human Resources,US,Level 2-4,0.8,0.94,3,144,3,0,0,medium,8,2,4,3,2,5727,74,2,4.2,4.2
13336,IT,UK,Level 2-4,0.8,0.94,5,157,7,0,0,medium,9,4,3,4,4,4272,73,1,4.2,4.2
13337,Warehouse,Turkey,Level 2-4,0.8,0.94,4,184,7,0,0,medium,5,2,2,4,2,5920,80,9,4.2,4.2
13338,Operations,US,Level 2-4,0.8,0.94,5,151,3,0,0,medium,2,2,2,3,2,4172,75,6,4.2,4.2
13339,Sales,Turkey,Level 2-4,0.8,0.94,4,175,3,0,0,medium,2,2,4,3,2,5861,70,1,4.2,4.2
13340,Finance,Colombia,Level 2-4,0.8,0.94,3,177,3,0,0,low,5,3,2,3,2,5941,70,2,4.2,4.2
13341,Human Resources,China,Level 2-4,0.8,0.94,6,141,3,0,0,low,2,3,4,2,2,5144,70,1,4.2,4.2
13342,IT,Turkey,Level 2-4,0.8,0.94,4,210,3,0,0,low,5,2,4,2,3,4746,78,3,4.2,4.2
13343,Warehouse,Colombia,Level 2-4,0.8,0.94,2,224,2,0,0,low,8,4,3,2,3,4754,77,3,4.2,4.2
13344,Operations,China,Level 2-4,0.8,0.94,4,253,3,0,0,medium,9,2,4,4,4,5502,78,7,4.2,4.2
13345,Sales,US,Level 2-4,0.8,0.94,4,157,2,0,0,medium,7,2,4,2,4,4690,79,8,4.2,4.2
13346,Finance,US,Level 2-4,0.8,0.94,3,172,3,0,0,medium,8,4,2,3,2,4982,70,7,4.2,4.2
13347,Human Resources,Australia,Level 2-4,0.8,0.94,3,193,10,0,1,high,6,5,5,5,3,5247,78,9,4.2,4.2
13348,IT,US,Level 2-4,0.8,0.94,6,255,4,1,0,low,9,2,2,2,2,1157,85,1,4.2,1.8
13349,Warehouse,Korea,Level 2-4,0.8,0.94,7,255,4,1,0,low,2,2,2,1,1,1826,88,7,4.2,1.8
13350,Operations,Colombia,Level 2-4,0.8,0.94,6,286,4,1,0,medium,1,1,1,2,2,1570,88,4,4.2,1.8
13351,Sales,Turkey,Level 2-4,0.8,0.94,7,267,4,1,0,medium,9,1,1,1,1,1261,85,6,4.2,1.8
13352,Finance,Japan,Level 2-4,0.8,0.94,5,226,6,1,0,low,3,1,1,1,1,1223,85,7,4.2,1.8
13353,Human Resources,Australia,Level 2-4,0.8,0.94,6,285,4,1,0,medium,1,2,1,2,2,1606,85,4,4.2,1.8
13354,IT,China,Level 2-4,0.8,0.94,6,276,4,1,0,low,4,1,2,2,2,1662,85,6,4.2,1.8
13355,Warehouse,UK,Level 2-4,0.8,0.94,6,257,4,1,0,low,4,2,1,1,2,1451,87,3,4.2,1.8
13356,Operations,Japan,Level 2-4,0.8,0.94,6,287,4,1,0,medium,7,1,2,1,1,1141,90,9,4.2,1.8
13357,Sales,Turkey,Level 2-4,0.8,0.94,6,283,5,1,0,low,9,1,2,1,1,1311,87,9,4.2,1.8
13358,Finance,China,Level 2-4,0.8,0.94,6,309,4,1,0,medium,10,2,2,1,1,1904,86,9,4.2,1.8
13359,Human Resources,UK,Level 2-4,0.8,0.94,4,274,5,1,0,low,7,2,2,2,1,1225,87,4,4.2,1.8
13360,IT,UK,Level 2-4,0.8,0.94,7,244,4,1,0,medium,8,2,2,1,1,1477,85,8,4.2,1.8
13361,Warehouse,US,Level 2-4,0.8,0.94,5,222,6,1,0,low,9,1,2,1,2,1003,85,3,4.2,1.8
13362,Operations,Australia,Level 2-4,0.8,0.94,6,264,4,1,0,low,9,1,2,1,2,1243,90,1,4.2,1.8
13363,Sales,Korea,Level 2-4,0.8,0.94,4,232,5,1,0,medium,7,1,2,2,1,1899,86,6,4.2,1.8
13364,Finance,US,Level 2-4,0.8,0.94,5,217,2,0,0,medium,10,4,4,3,2,4264,76,3,4.2,4.2
13365,Human Resources,Australia,Level 2-4,0.8,0.94,4,219,3,0,0,low,1,2,2,3,3,5221,80,3,4.2,4.2
13366,IT,China,Level 2-4,0.8,0.94,4,189,3,0,1,medium,4,5,3,4,2,5613,79,8,4.2,4.2
13367,Warehouse,Turkey,Level 2-4,0.8,0.94,4,252,4,0,0,low,1,4,3,2,3,4705,75,7,4.2,4.2
